town,city,cityCode,standard_county,province,standard_village,title,standard_town,search_title,lon,completionYear,county,address,lat,standard_province,salesPrice,standard_city,aliases
麦地东,惠州,441300,惠城区,,麦地社区居委会,泰豪绿湖新村,桥西街道办事处,泰豪绿湖新村,114.415,0,惠城,麦地东路8号,23.0725,广东省,14332.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,光耀荷兰水乡三期,桥东街道办事处,光耀荷兰水乡3期,114.444,2008,惠城,东平二街2号,23.0962,广东省,12065.0,惠州市,光耀荷兰水乡 荷兰水乡 荷兰水乡3期
江北滨江区,惠州,441300,惠城区,,,丽日百合家园,江北街道办事处,丽日百合家园,114.418,2005,惠城,文昌二路1号,23.1138,广东省,19639.0,惠州市,
江北滨江区,惠州,441300,惠城区,,,金裕碧水湾,江北街道办事处,金裕碧水湾,114.414,2010,惠城,文昌二路8号,23.1126,广东省,21695.0,惠州市,
麦地东,惠州,441300,惠城区,,麦地社区居委会,鸿润花园,桥西街道办事处,鸿润花园,114.415,2008,惠城,麦地东二路6号,23.0694,广东省,13779.0,惠州市,
龙丰,惠州,441300,惠城区,,,万林湖,龙丰街道办事处,万林湖,114.391,2007,惠城,金榜路28号,23.0686,广东省,13300.0,惠州市,
麦地西,惠州,441300,惠城区,,麦地社区居委会,麦迪新村,桥西街道办事处,麦迪新村,114.409,2007,惠城,马庄路40号,23.073,广东省,7054.0,惠州市,
江北中心区,惠州,441300,惠城区,,,丽景花园,江北街道办事处,丽景花园,114.433,2004,惠城,新淋路2号,23.1213,广东省,8743.0,惠州市,
南部新城,惠州,441300,惠城区,,,惠泽南苑,,惠泽南苑,114.427,2005,惠城,演达二路,23.0602,广东省,9883.0,惠州市,
南部新城,惠州,441300,惠城区,,,威廉城邦,,威廉城邦,114.427,2008,惠城,三环路15号,23.064,广东省,12945.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,青青世界,惠环街道办事处,青青世界,114.352,2007,惠城,惠风四路,23.0377,广东省,8234.0,惠州市,
南部新城,惠州,441300,惠城区,,,恒和金谷,,恒和金谷,114.421,2007,惠城,演达大道,23.0598,广东省,11627.0,惠州市,
河南岸,惠州,441300,惠城区,,,河南岸镇教师新村,河南岸街道办事处,河南岸镇教师新村,114.43,2011,惠城,白泥路,23.0718,广东省,11259.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,中铭豪园,淡水街道办事处,中铭豪园,114.465,2008,惠阳,广场东路,22.7928,广东省,9571.0,惠州市,
河南岸,惠州,441300,惠城区,,,金岸花苑,河南岸街道办事处,金岸花苑,114.429,0,惠城,白泥路4号,23.0704,广东省,8619.0,惠州市,
江北滨江区,惠州,441300,惠城区,,,嘉和名苑,江北街道办事处,嘉和名苑,114.414,2007,惠城,文昌二路28号,23.1167,广东省,17761.0,惠州市,
南部新城,惠州,441300,惠城区,,,启明苑,,启明苑,114.427,2006,惠城,演达二路8号,23.0584,广东省,10095.0,惠州市,
南部新城,惠州,441300,惠城区,,,东江学府一期,,东江学府1期,114.443,2016,惠城,体育南路,23.0283,广东省,12270.0,惠州市,东江学府
麦地东,惠州,441300,惠城区,,麦地社区居委会,光辉国际公寓,桥西街道办事处,光辉国际公寓,114.424,0,惠城,三环南路,23.0653,广东省,10929.0,惠州市,
南部新城,惠州,441300,惠城区,,,美地花园城,,美地花园城,114.428,2008,惠城,演达二路7号,23.0592,广东省,11706.0,惠州市,
河南岸,惠州,441300,惠城区,,,广厦新苑,河南岸街道办事处,广厦新苑,114.431,1997,惠城,白泥路5号,23.0723,广东省,6796.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,金典故事,桥东街道办事处,金典故事,114.429,2004,惠城,东湖西路,23.0907,广东省,9112.0,惠州市,
金山湖,惠州,441300,惠城区,,,南山诗意,河南岸街道办事处,南山诗意,114.434,2009,惠城,惠南大道,23.039,广东省,12229.0,惠州市,
南部新城,惠州,441300,惠城区,,,润泽居,,润泽居,114.421,2007,惠城,演达一路,23.0575,广东省,10092.0,惠州市,
河南岸,惠州,441300,惠城区,,,沙廖湖小区,河南岸街道办事处,沙廖湖小区,114.428,1998,惠城,惠沙堤二路,23.0848,广东省,7388.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,信和苑,淡水街道办事处,信和苑,114.461,2006,惠阳,福利路,22.799,广东省,10659.0,惠州市,
水口,惠州,441300,惠城区,,,合生上观国际西区,水口街道办事处,合生上观国际西区,114.467,2006,惠城,皇冠路,23.0999,广东省,12388.0,惠州市,合生上观国际
河南岸,惠州,441300,惠城区,,,水岸花都,河南岸街道办事处,水岸花都,114.431,2005,惠城,惠沙堤二路38号,23.0834,广东省,11165.0,惠州市,
下埔,惠州,441300,惠城区,,下埔社区居委会,水印尚堤,桥西街道办事处,水印尚堤,114.416,2006,惠城,惠沙堤一路5号,23.0898,广东省,9787.0,惠州市,
南站新城,惠州,441300,惠阳区,,,博雅苑,,博雅苑,114.478,2005,惠阳,承修二路,22.7874,广东省,7484.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,东晖苑,桥东街道办事处,东晖苑,114.435,2003,惠城,东平大道35号,23.0947,广东省,9886.0,惠州市,
麦地东,惠州,441300,惠城区,,麦地社区居委会,云天华庭,桥西街道办事处,云天华庭,114.421,2009,惠城,演达一路14号,23.074,广东省,11870.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,华庭阁,桥东街道办事处,华庭阁,114.434,0,惠城,东湖西路,23.0931,广东省,11407.0,惠州市,
花边岭,惠州,441300,惠城区,,花边岭社区居委会,华侨新村,桥西街道办事处,华侨新村,114.413,1994,惠城,麦地路,23.0799,广东省,5568.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,金惠大厦,淡水街道办事处,金惠大厦,114.457,2006,惠阳,金惠大道19号,22.7911,广东省,10084.0,惠州市,
淡水西,惠州,441300,惠阳区,,,康泰花园,淡水街道办事处,康泰花园,114.47,1996,惠阳,大华三路9号,22.7847,广东省,6480.0,惠州市,
花边岭,惠州,441300,惠城区,,花边岭社区居委会,五星国墅园,桥西街道办事处,5星国墅园,114.422,2009,惠城,石湖路,23.0752,广东省,9761.0,惠州市,
龙丰,惠州,441300,惠城区,,,金迪星苑六期,龙丰街道办事处,金迪星苑6期,114.398,2005,惠城,金榜路,23.0611,广东省,9998.0,惠州市,金迪星苑
下埔,惠州,441300,惠城区,,下埔社区居委会,帝景台,桥西街道办事处,帝景台,114.424,2003,惠城,惠沙堤一路,23.0875,广东省,10176.0,惠州市,
淡水西,惠州,441300,惠阳区,,,福悦花园,淡水街道办事处,福悦花园,114.459,1995,惠阳,白云二路,22.7871,广东省,8449.0,惠州市,
大湖溪,惠州,441300,惠城区,,湖溪社区居委会,金溪花园,水口街道办事处,金溪花园,114.46,2008,惠城,龙湖大道,23.1023,广东省,8636.0,惠州市,
南坛,惠州,441300,惠城区,,南坛社区居委会,巴黎广场,桥西街道办事处,巴黎广场,114.415,2007,惠城,麦地路,23.0817,广东省,20984.0,惠州市,
小金口,惠州,441300,惠城区,,,金冠园,小金口街道办事处,金冠园,114.41,2007,惠城,惠州大道,23.1985,广东省,6543.0,惠州市,
陈江,惠州,441300,仲恺高新区,,,御景华城三期可园,陈江街道办事处,御景华城3期可园,114.325,2006,惠城,金茂路,23.0086,广东省,7507.0,惠州市,御景华城 御景华城可园
南站新城,惠州,441300,惠阳区,,,圣堤亚纳河滨华苑,,圣堤亚纳河滨华苑,114.486,2009,惠阳,长安南路199号,22.7834,广东省,11220.0,惠州市,
花边岭,惠州,441300,惠城区,,花边岭社区居委会,花边岭南,桥西街道办事处,花边岭南,114.42,2008,惠城,演达路6号,23.0777,广东省,12844.0,惠州市,
潼侨镇,惠州,441300,仲恺高新区,,,郦城水岸,潼侨镇,郦城水岸,114.308,2009,惠城,环侨路,23.0316,广东省,8155.0,惠州市,
南站新城,惠州,441300,惠阳区,,,广发花园,,广发花园,114.476,1994,惠阳,万顺二路五巷18号,22.7861,广东省,7390.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,江南豪苑,淡水街道办事处,江南豪苑,114.462,2011,惠阳,云新路,22.8022,广东省,10723.0,惠州市,
陈江,惠州,441300,仲恺高新区,,,大欣圆梦园,陈江街道办事处,大欣圆梦园,114.331,2008,惠城,东新路28号,22.9979,广东省,6902.0,惠州市,
麦地东,惠州,441300,惠城区,,麦地社区居委会,麦兴新苑,桥西街道办事处,麦兴新苑,114.413,2003,惠城,麦地南路23号,23.072,广东省,7203.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,润福苑阑庭,淡水街道办事处,润福苑阑庭,114.45,2010,惠阳,湖兴湖路,22.7866,广东省,8459.0,惠州市,
中心区,惠州,441300,惠阳区,,,新天名城,,新天名城,114.546,2009,惠阳,中兴五路,22.7501,广东省,11185.0,惠州市,
水口,惠州,441300,惠城区,,,瑜进嘉园,水口街道办事处,瑜进嘉园,114.48,2007,惠城,新联东路,23.1263,广东省,8393.0,惠州市,
罗阳,惠州,441300,博罗县,,,城市绿洲,罗阳镇,城市绿洲,114.315,2010,博罗,商业东街,23.1786,广东省,7405.0,惠州市,
河南岸,惠州,441300,惠城区,,,都市丽景,河南岸街道办事处,都市丽景,114.428,2006,惠城,南岸路,23.07,广东省,8361.0,惠州市,
南站新城,惠州,441300,惠阳区,,,美华楼,,美华楼,114.481,1992,惠阳,叶挺西路,22.7999,广东省,5813.0,惠州市,
花边岭,惠州,441300,惠城区,,花边岭社区居委会,润丰苑,桥西街道办事处,润丰苑,114.413,2003,惠城,麦地东路1号,23.0741,广东省,9465.0,惠州市,
江北中心区,惠州,441300,惠城区,,,云山名苑,江北街道办事处,云山名苑,114.428,2010,惠城,花园路17号,23.1226,广东省,15260.0,惠州市,
南站新城,惠州,441300,惠阳区,,,益利新村,,益利新村,114.481,1995,惠阳,开城大道南131号,22.783,广东省,3079.0,惠州市,
南站新城,惠州,441300,惠阳区,,,富华楼西区,,富华楼西区,114.479,1993,惠阳,中山二路24号,22.7899,广东省,5284.0,惠州市,富华楼
龙丰,惠州,441300,惠城区,,,华洪楼,龙丰街道办事处,华洪楼,114.39,1996,惠城,大岭路34号,23.0818,广东省,4200.0,惠州市,
龙丰,惠州,441300,惠城区,,,嘉湖苑,龙丰街道办事处,嘉湖苑,114.393,1998,惠城,鹅岭西路,23.0846,广东省,6864.0,惠州市,
西湖风景区,惠州,441300,惠城区,,,绿雅居,,绿雅居,114.402,2004,惠城,佛祖坳路,23.0869,广东省,7000.0,惠州市,
南站新城,惠州,441300,惠阳区,,,宁南楼,,宁南楼,114.482,1995,惠阳,惠康路,22.7868,广东省,2840.0,惠州市,
西湖风景区,惠州,441300,惠城区,,,雍翠园,,雍翠园,114.399,2003,惠城,龙西街,23.0863,广东省,7965.0,惠州市,
麦地东,惠州,441300,惠城区,,麦地社区居委会,德馨苑,桥西街道办事处,德馨苑,114.419,2007,惠城,花边南路,23.0725,广东省,8939.0,惠州市,
下角,惠州,441300,惠城区,,下角村民委员会,凌湖新苑,江南街道办事处,凌湖新苑,114.397,2006,惠城,新村二路,23.1109,广东省,9829.0,惠州市,
西区,惠州,441300,大亚湾区,,,秋谷康城,西区办事处,秋谷康城,114.453,0,惠阳,石化大道西71号,22.7455,广东省,9442.0,惠州市,
麦地东,惠州,441300,惠城区,,麦地社区居委会,荣浩花园,桥西街道办事处,荣浩花园,114.418,2000,惠城,花边南路20号,23.0728,广东省,6718.0,惠州市,
中心区,惠州,441300,惠阳区,,,听涛雅苑,,听涛雅苑,114.539,2012,惠阳,中兴中路,22.7578,广东省,9575.0,惠州市,
南站新城,惠州,441300,惠阳区,,,杏林苑,,杏林苑,114.486,2009,惠阳,长安南路,22.7846,广东省,9621.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,雍华庭,惠环街道办事处,雍华庭,114.365,2008,惠城,惠台路,23.0186,广东省,7981.0,惠州市,
西区,惠州,441300,大亚湾区,,,阳基阳光时代,西区办事处,阳基阳光时代,114.496,0,惠阳,大亚湾大道,22.7585,广东省,9803.0,惠州市,
下埔,惠州,441300,惠城区,,下埔社区居委会,紫荆苑,桥西街道办事处,紫荆苑,114.417,0,惠城,下埔路1号,23.0881,广东省,7954.0,惠州市,
南站新城,惠州,441300,惠阳区,,,安乐公寓,,安乐公寓,114.48,1995,惠阳,开城大道中,22.7852,广东省,4081.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,半山名苑,惠环街道办事处,半山名苑,114.353,2011,惠城,和畅五路西105号,23.0526,广东省,11909.0,惠州市,
江北中心区,惠州,441300,惠城区,,,华润广场,江北街道办事处,华润广场,114.427,2007,惠城,三新南路12号,23.1246,广东省,11002.0,惠州市,
麦地东,惠州,441300,惠城区,,麦地社区居委会,和庆楼,桥西街道办事处,和庆楼,114.419,2005,惠城,花边南路35号,23.0731,广东省,9239.0,惠州市,
大湖溪,惠州,441300,惠城区,,湖溪社区居委会,湖溪新苑,水口街道办事处,湖溪新苑,114.457,1993,惠城,湖西一路五街,23.0916,广东省,5569.0,惠州市,
麦地西,惠州,441300,惠城区,,麦地社区居委会,基斯大厦,桥西街道办事处,基斯大厦,114.401,0,惠城,鹅岭南路11号,23.0832,广东省,9429.0,惠州市,
南站新城,惠州,441300,惠阳区,,,锦珠花园,,锦珠花园,114.476,1995,惠阳,富源路62号,22.7811,广东省,11028.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,林苑花园,淡水街道办事处,林苑花园,114.467,1995,惠阳,园岭街7号,22.7914,广东省,4591.0,惠州市,
中心区,惠州,441300,惠阳区,,,新际首座,,新际首座,114.546,2009,惠阳,澳霞大道,22.7488,广东省,7511.0,惠州市,
淡水西,惠州,441300,惠阳区,,,德兴雅苑,淡水街道办事处,德兴雅苑,114.473,1990,惠阳,承修三路,22.7866,广东省,7346.0,惠州市,
淡水西,惠州,441300,惠阳区,,,枫叶雅堤,淡水街道办事处,枫叶雅堤,114.443,2010,惠阳,白云一路,22.7814,广东省,8405.0,惠州市,
南站新城,惠州,441300,惠阳区,,,供水新村,,供水新村,114.486,2001,惠阳,星河东二路,22.8007,广东省,5185.0,惠州市,
西区,惠州,441300,大亚湾区,,,海湾首府,西区办事处,海湾首府,114.501,2012,惠阳,龙海二路5号,22.7609,广东省,9841.0,惠州市,
花边岭,惠州,441300,惠城区,,花边岭社区居委会,红棉阁,桥西街道办事处,红棉阁,114.418,1994,惠城,花边南路,23.0777,广东省,7547.0,惠州市,
江北中心区,惠州,441300,惠城区,,,锦源国际,江北街道办事处,锦源国际,114.43,2011,惠城,云山东路19号,23.1196,广东省,14300.0,惠州市,
大湖溪,惠州,441300,惠城区,,湖溪社区居委会,龙日花苑,水口街道办事处,龙日花苑,114.457,2009,惠城,同福南路9号,23.1022,广东省,10033.0,惠州市,
下角,惠州,441300,惠城区,,下角村民委员会,名家花园,江南街道办事处,名家花园,114.373,2007,惠城,共联路19号,23.0965,广东省,9471.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,生隆大厦,淡水街道办事处,生隆大厦,114.461,1995,惠阳,人民四路,22.8128,广东省,3983.0,惠州市,
龙丰,惠州,441300,惠城区,,,上排苑小区,龙丰街道办事处,上排苑小区,114.396,2002,惠城,上排沙下路,23.082,广东省,6930.0,惠州市,
龙丰,惠州,441300,惠城区,,,瑶芳花园,龙丰街道办事处,瑶芳花园,114.392,1995,惠城,大岭路31号,23.081,广东省,6971.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,运行花园,淡水街道办事处,运行花园,114.471,1995,惠阳,石坑一路10号,22.795,广东省,12586.0,惠州市,
龙丰,惠州,441300,惠城区,,,丽廷苑,龙丰街道办事处,丽廷苑,114.393,2003,惠城,大岭路,23.0812,广东省,8022.0,惠州市,
龙丰,惠州,441300,惠城区,,,城市原筑,龙丰街道办事处,城市原筑,114.389,2008,惠城,金榜路,23.0859,广东省,11824.0,惠州市,
北门窑下,惠州,441300,博罗县,,,东豪花园,,东豪花园,114.284,2006,博罗,桥西四路,23.173,广东省,5038.0,惠州市,
西区,惠州,441300,大亚湾区,,,峰景湾,西区办事处,峰景湾,114.51,2008,惠阳,石化大道中514号,22.7471,广东省,7710.0,惠州市,
长宁,惠州,441300,博罗县,,,浮山天籁,长宁镇,浮山天籁,114.072,2011,博罗,223县道,23.2657,广东省,6658.0,惠州市,
淡水西,惠州,441300,惠阳区,,,富达花园,淡水街道办事处,富达花园,114.464,1995,惠阳,草洋西路一巷11号,22.7892,广东省,8518.0,惠州市,
下埔,惠州,441300,惠城区,,下埔社区居委会,华升楼,桥西街道办事处,华升楼,114.421,1999,惠城,南三街,23.0842,广东省,7229.0,惠州市,
龙丰,惠州,441300,惠城区,,,华银小区,龙丰街道办事处,华银小区,114.391,1995,惠城,中心街2号,23.0829,广东省,6428.0,惠州市,
南部新城,惠州,441300,惠城区,,,金碧南山美地,,金碧南山美地,114.418,2007,惠城,三环南路,23.0647,广东省,9022.0,惠州市,
博罗体育中心,惠州,441300,博罗县,,,骏园春天,,骏园春天,114.353,2007,博罗,惠州大道,23.187,广东省,7901.0,惠州市,
东湖花园,惠州,441300,惠城区,,东湖社区居委会,康雅苑,桥东街道办事处,康雅苑,114.43,1995,惠城,东湖西路8号,23.0902,广东省,9408.0,惠州市,
石湾,惠州,441300,博罗县,,,奥晨龙湾新城,石湾镇,奥晨龙湾新城,113.862,2007,博罗,四十米大道,23.1296,广东省,7899.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,荔兴湾,桥东街道办事处,荔兴湾,114.441,2003,惠城,东平中路39号,23.0952,广东省,5221.0,惠州市,
花边岭,惠州,441300,惠城区,,花边岭社区居委会,麦丰楼,桥西街道办事处,麦丰楼,114.414,2000,惠城,麦岸路5号,23.0797,广东省,5238.0,惠州市,
花边岭,惠州,441300,惠城区,,花边岭社区居委会,三亚塘小区,桥西街道办事处,3亚塘小区,114.418,1998,惠城,花边南路25号,23.0777,广东省,5535.0,惠州市,
下角,惠州,441300,惠城区,,下角村民委员会,石油公司宿舍,江南街道办事处,石油公司宿舍,114.394,1996,惠城,下角西路,23.12,广东省,5682.0,惠州市,
平山,惠州,441300,惠东县,,,升辉花园,平山街道办事处,升辉花园,114.727,2005,惠东,黄排河南路,22.9763,广东省,4494.0,惠州市,
东湖花园,惠州,441300,惠城区,,东湖社区居委会,双湖楼,桥东街道办事处,双湖楼,114.431,1996,惠城,东湖西路16号,23.0904,广东省,5428.0,惠州市,
下埔,惠州,441300,惠城区,,下埔社区居委会,幸福立方,桥西街道办事处,幸福立方,114.419,2011,惠城,南二街5号,23.0854,广东省,8596.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,雅润花园,淡水街道办事处,雅润花园,114.472,2000,惠阳,尧岭一路,22.8025,广东省,4193.0,惠州市,
西区,惠州,441300,大亚湾区,,,卓越东部蔚蓝海岸,西区办事处,卓越东部蔚蓝海岸,114.453,2017,惠阳,石化大道西66号,22.7489,广东省,11469.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,盛世翡翠,淡水街道办事处,盛世翡翠,114.458,2011,惠阳,金惠大道8号,22.7914,广东省,11556.0,惠州市,
澳头,惠州,441300,大亚湾区,,,亿嘉菁华园,澳头办事处,亿嘉菁华园,114.537,2012,惠阳,教育路,22.7243,广东省,7647.0,惠州市,
澳头,惠州,441300,大亚湾区,,,皇庭波西塔诺(别墅),澳头办事处,皇庭波西塔诺(别墅),114.545,2012,惠阳,进港路,22.7278,广东省,13549.0,惠州市,波西塔诺 皇庭波西塔诺
稔山,惠州,441300,惠东县,,,合正东部湾,稔山镇,合正东部湾,114.758,2014,惠东,21省道,22.7856,广东省,10979.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,富川瑞园,惠环街道办事处,富川瑞园,114.353,2011,惠城,仲恺大道303号,23.0266,广东省,9306.0,惠州市,
南站新城,惠州,441300,惠阳区,,,铁湖书院,,铁湖书院,114.484,2010,惠阳,铁湖北路2号,22.8045,广东省,6429.0,惠州市,
